X,Y
576998.56,4202760.5
576998.5,4202760.5
576998.5,4202761.0
576998.44,4202761.5
576998.4,4202762.0
576998.3,4202762.0
576998.3,4202762.5
576998.25,4202762.5
576998.25,4202763.0
576998.2,4202763.0
576998.1,4202763.5
576998.06,4202763.5
576998.06,4202764.0
576998.0,4202764.0
576997.94,4202764.5
576997.9,4202764.5
576997.9,4202765.0
576997.8,4202765.0
576997.75,4202765.5
576997.7,4202765.5
576997.7,4202766.0
576997.6,4202766.0
576997.6,4202766.5
576997.56,4202766.5
576997.5,4202766.5
576997.5,4202767.0
576997.44,4202767.0
576997.44,4202767.5
576997.4,4202767.5
576997.3,4202768.0
576997.25,4202768.0
576997.25,4202768.5
576997.2,4202768.5
576997.2,4202769.0
576997.1,4202769.0
576997.06,4202769.0
576997.06,4202769.5
576997.0,4202769.5
576997.0,4202770.0
576996.94,4202770.0
576996.9,4202770.0
576996.9,4202770.5
576996.8,4202770.5
576996.8,4202771.0
576996.75,4202771.0
576996.7,4202771.5
576996.6,4202771.5
576996.6,4202772.0
576996.56,4202772.0
576996.56,4202772.5
576996.5,4202772.5
576996.44,4202772.5
576996.44,4202773.0
576996.4,4202773.0
576996.4,4202773.5
576996.3,4202773.5
576996.25,4202774.0
576996.2,4202774.0
576996.2,4202774.5
576996.1,4202774.5
576996.06,4202775.0
576996.0,4202775.0
576996.0,4202775.5
576995.94,4202775.5
576995.9,4202776.0
576995.8,4202776.0
576995.8,4202776.5
576995.75,4202776.5
576995.75,4202777.0
576995.7,4202777.0
576995.6,4202777.5
576995.56,4202777.5
576995.56,4202778.0
576995.5,4202778.0
576995.5,4202778.5
576995.44,4202778.5
576995.4,4202778.5
576995.4,4202779.0
576995.3,4202779.0
576995.25,4202779.5
576995.2,4202779.5
576995.2,4202780.0
576995.1,4202780.0
576995.06,4202780.0
576995.06,4202780.5
576995.0,4202780.5
576994.94,4202780.5
576994.94,4202781.0
576994.9,4202781.0
576994.9,4202781.5
576994.8,4202781.5
576994.75,4202781.5
576994.75,4202782.0
576994.7,4202782.0
576994.6,4202782.5
576994.56,4202782.5
576994.5,4202783.0
576994.44,4202783.0
576994.44,4202783.5
576994.4,4202783.5
576994.3,4202784.0
576994.25,4202784.0
576994.2,4202784.5
576994.1,4202784.5
576994.1,4202785.0
576994.06,4202785.0
576994.0,4202785.5
576993.94,4202785.5
576993.94,4202786.0
576993.9,4202786.0
576993.8,4202786.0
576993.8,4202786.5
576993.75,4202786.5
576993.7,4202786.5
576993.7,4202787.0
576993.6,4202787.0
576993.6,4202787.5
576993.56,4202787.5
576993.5,4202787.5
576993.5,4202788.0
576993.44,4202788.0
576993.4,4202788.0
576993.4,4202788.5
576993.3,4202788.5
576993.25,4202789.0
576993.2,4202789.0
576993.2,4202789.5
576993.1,4202789.5
576993.06,4202789.5
576993.06,4202790.0
576993.0,4202790.0
576992.94,4202790.5
576992.9,4202790.5
576992.9,4202791.0
576992.8,4202791.0
576992.75,4202791.5
576992.7,4202791.5
576992.6,4202792.0
576992.56,4202792.0
576992.56,4202792.5
576992.5,4202792.5
576992.44,4202792.5
576992.44,4202793.0
576992.4,4202793.0
576992.3,4202793.5
576992.25,4202793.5
576992.25,4202794.0
576992.2,4202794.0
576992.1,4202794.0
576992.1,4202794.5
576992.06,4202794.5
576992.0,4202795.0
576991.94,4202795.0
576991.94,4202795.5
